group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;S;VMOVDQU,;-16,;0x5ce2,;Not found;0;Success;16;16;0;16;0;1;
12;LSSSSSSLLLLL;VADDSD,VMOVQ,VMOVSD,MOV,MOV,MOV,VMOVSD,VMOVDQA,VMOVSD,MOV,MOV,MOVZX,;-88,-80,-72,-113,-112,-104,-96,-80,-96,-104,-112,-113,;0x5cbd,0x5cc6,0x5ccb,0x5d17,0x5d1b,0x5d1f,0x5d23,0x5cd6,0x5d34,0x5d39,0x5d3d,0x5d41,;Success;0;Success;90;49;41;49;0;1;
2;LL;MOV,MOV,;0,0,;0x5ce7,0x5d30,;Success;0;Success;8;4;4;4;0;2;
1;L;MOV,;0,;0x5ca0,;Iteration not constant;0;Success;4;4;0;4;0;1;
3;LLS;MOV,CMP,MOV,;8,16,8,;0x5cc2,0x5cd0,0x5ceb,;Success;0;Success;24;16;8;16;0;1;
1;L;VMULSD,;0,;0x5ca8,;Iteration not constant;0;Success;8;8;0;8;0;1;
