node;pid;tid;core_id;sample_count;
platy-MS-7C02;21914;21931;6;6454;
platy-MS-7C02;21914;21928;3;6192;
platy-MS-7C02;21914;21930;5;6412;
platy-MS-7C02;21914;21927;2;6400;
platy-MS-7C02;21914;21914;1;8090;
platy-MS-7C02;21914;21929;4;6438;
