node;pid;tid;core_id;sample_count;
platy-MS-7C02;5719;5736;6;6029;
platy-MS-7C02;5719;5719;1;6938;
platy-MS-7C02;5719;5735;5;6330;
platy-MS-7C02;5719;5732;2;6226;
platy-MS-7C02;5719;5734;4;6275;
platy-MS-7C02;5719;5733;3;6346;
