Metric;Node;Process;Thread;#max_time_on_cpu_s;IO;Time (s);#start_time_us;Exe;System;Others;#start_time_s;TBB;Pthread;#max_context_switch_time_s;#stop_time_us;#total;#stop_time_s;#event_count;OMP;#elapsed_time;MPI;String;Memory;Math;
cycles;_ALL;_ALL;_ALL;0;0;47.910018920898;38473;134435078912;0;0;29980;0;0;0;179963;142785085440;30028;28557.017088;8290000000;48.141490936279;0;0;55000000;5000000;
cycles;platy-MS-7C02;_ALL;_ALL;0;0;47.910018920898;38473;134435078912;0;0;29980;0;0;0;179963;142785085440;30028;28557.017088;8290000000;48.141490936279;0;0;55000000;5000000;
cycles;platy-MS-7C02;56763;_ALL;0;0;47.910018920898;38473;134435078912;0;0;29980;0;0;0;179963;142785085440;30028;28557.017088;8290000000;48.141490936279;0;0;55000000;5000000;
cycles;platy-MS-7C02;56763;56763;48.11319732666;0;47.445049285889;38473;46580029952;0;0;29980;0;0;19.927457809448;179963;47445049344;30028;9489.0098688;810000000;48.141490936279;0;0;55000000;0;
cycles;platy-MS-7C02;56763;56776;47.982315063477;0;47.910018920898;190453;43800027456;0;0;29980;0;0;47.256168365479;179963;47910019072;30028;9582.0038144;4104999936;47.98950958252;0;0;0;5000000;
cycles;platy-MS-7C02;56763;56777;47.983352661133;0;47.430015563965;190502;44055021504;0;0;29980;0;0;24.072231292725;179970;47430017024;30028;9486.0034048;3375000064;47.98946762085;0;0;0;0;
