node;pid;tid;core_id;sample_count;
platy-MS-7C02;21899;21916;6;6679;
platy-MS-7C02;21899;21914;4;6893;
platy-MS-7C02;21899;21915;5;6918;
platy-MS-7C02;21899;21912;2;6902;
platy-MS-7C02;21899;21899;1;6830;
platy-MS-7C02;21899;21913;3;6888;
