node;pid;tid;core_id;sample_count;
platy-MS-7C02;15211;15228;6;6464;
platy-MS-7C02;15211;15227;5;6432;
platy-MS-7C02;15211;15224;2;6360;
platy-MS-7C02;15211;15211;1;8216;
platy-MS-7C02;15211;15226;4;6531;
platy-MS-7C02;15211;15225;3;6410;
