ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 37;cg.C;;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;112.18499755859;112.1849899292;88.324203491211;1.00;2.43;4.00;1.00;1;0.00;25.00;3.00;3.00;1.23;0.75;3.00
Loop 22;cg.C;;main;Innermost;6.5650000572205;6.5650005340576;5.1686806678772;1.50;1.29;7.58;1.50;2;0.00;15.00;1.50;1.00;1.17;0.20;1.00
Loop 32;cg.C;;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;4.4899997711182;4.4899997711182;3.5350151062012;1.00;2.43;4.00;1.00;1;0.00;25.00;3.00;3.00;1.23;0.75;3.00
Loop 21;cg.C;;main;Innermost;1.7449998855591;1.7449998855591;1.3738533258438;1.00;1.00;7.20;1.13;1;0.00;15.63;2.25;2.25;2.25;0.31;2.00
Loop 19;cg.C;;main;InBetween;0.66499996185303;0.66499996185303;0.52356016635895;3.24;1.87;10.26;3.67;18;12.50;20.96;9.17;2.83;4.91;0.89;2.50
Loop 34;cg.C;;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.37999999523163;0.37999999523163;0.29917725920677;1.00;1.58;2.43;1.00;1;78.57;44.64;6.00;6.00;3.79;2.47;6.00
Loop 35;cg.C;;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.26499998569489;0.26500001549721;0.20863676071167;1.00;1.89;3.00;1.00;1;50.00;37.50;6.00;6.00;3.17;2.00;6.00
Loop 36;cg.C;;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);InBetween;0.23000000417233;0.23000000417233;0.18108096718788;1.42;1.00;5.67;1.42;2;20.00;22.50;1.42;1.00;1.42;0.25;1.00
Loop 33;cg.C;;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.099999994039536;0.099999994039536;0.078730851411819;1.00;1.17;2.00;1.17;1;100.00;50.00;1.17;1.17;1.00;0.58;1.00
Loop 8;cg.C;;main;Innermost;0.054999995976686;0.055000003427267;0.043301969766617;1.00;1.00;2.00;3.00;1;100.00;50.00;3.00;3.00;3.00;1.50;1.00
Loop 10;cg.C;;main;Innermost;0.034999996423721;0.035000000149012;0.027555799111724;2.04;1.68;6.67;4.15;1;11.62;21.99;110.00;54.00;65.67;16.50;26.50
Loop 20;cg.C;;main;InBetween;0.029999999329448;0.029999997466803;0.023619255051017;2.67;2.23;6.86;4.00;3;0.00;22.92;4.00;1.50;1.79;0.58;1.00
Loop 17;cg.C;;main;Innermost;0.024999998509884;0.024999998509884;0.019682712852955;1.00;1.71;13.71;2.00;1;0.00;12.50;2.00;2.00;1.17;0.15;1.00
Loop 52;cg.C;;main._omp_fn.0;Innermost;0.019999999552965;0.019999999552965;0.015746170654893;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 30;cg.C;;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Single;0.014999999664724;0.014999998733401;0.011809627525508;1.00;1.90;2.86;1.00;1;57.14;39.29;6.00;6.00;3.15;2.10;6.00
Loop 45;cg.C;;main._omp_fn.0;Innermost;0.014999999664724;0.014999998733401;0.011809627525508;1.00;1.50;2.67;1.00;1;77.78;44.44;6.00;6.00;4.00;2.25;6.00
