node;pid;tid;core_id;sample_count;
platy-MS-7C02;22411;22428;6;6346;
platy-MS-7C02;22411;22426;4;6358;
platy-MS-7C02;22411;22427;5;6337;
platy-MS-7C02;22411;22424;2;6347;
platy-MS-7C02;22411;22411;1;8023;
platy-MS-7C02;22411;22425;3;6113;
