node;pid;tid;core_id;sample_count;
platy-MS-7C02;10116;10133;6;6748;
platy-MS-7C02;10116;10131;4;7016;
platy-MS-7C02;10116;10132;5;7026;
platy-MS-7C02;10116;10129;2;6971;
platy-MS-7C02;10116;10116;1;6915;
platy-MS-7C02;10116;10130;3;7016;
