key;label;is_mpi;is_omp;
platy-MS-7C02_10116;10116;false;false;
platy-MS-7C02_10116_10116;10116;false;false;
platy-MS-7C02_10116_10129;10129;false;false;
platy-MS-7C02_10116_10130;10130;false;false;
platy-MS-7C02_10116_10131;10131;false;false;
platy-MS-7C02_10116_10132;10132;false;false;
platy-MS-7C02_10116_10133;10133;false;false;
