ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 37;cg.B;;main;Innermost;49.330009460449;49.330005645752;85.442199707031;1.00;2.11;4.00;1.00;1;0.00;25.00;16.00;16.00;7.60;4.00;16.00
Loop 32;cg.B;;main;Innermost;1.9850002527237;1.9850002527237;3.4381263256073;1.00;2.11;4.00;1.00;1;0.00;25.00;16.00;16.00;7.60;4.00;16.00
Loop 128;cg.B;;main;Innermost;1.5750000476837;1.5749999284744;2.7279839515686;1.44;1.00;6.12;1.63;2;0.00;15.00;1.63;1.13;1.63;0.27;1.00
Loop 127;cg.B;;main;Innermost;0.84999996423721;0.8500000834465;1.4722454547882;1.00;1.00;7.33;1.25;1;0.00;15.63;2.50;2.50;2.50;0.34;2.00
Loop 36;cg.B;;main;InBetween;0.63999998569489;0.63999998569489;1.1085141897202;1.83;2.34;6.69;3.44;10;11.76;24.26;13.75;7.50;5.86;2.06;4.00
Loop 131;cg.B;;sell_spmv_new_order(SellCSigma const&, double const*, double*);Innermost;0.5799999833107;0.57999992370605;1.0045908689499;1.22;1.41;6.12;1.83;2;0.00;20.83;2.75;2.25;1.95;0.45;1.50
Loop 125;cg.B;;main;InBetween;0.2250000089407;0.2250000089407;0.38971200585365;2.33;2.06;11.33;3.00;18;5.26;18.59;10.50;4.50;5.09;0.93;3.50
Loop 34;cg.B;;main;Innermost;0.18000000715256;0.17999997735023;0.3117695748806;1.00;1.21;1.42;1.00;1;57.14;64.29;16.00;16.00;13.18;11.29;16.00
Loop 35;cg.B;;main;Innermost;0.15999999642372;0.15999999642372;0.27712854743004;1.00;1.33;1.71;1.00;1;33.33;44.44;16.00;16.00;12.00;9.33;16.00
Loop 158;cg.B;;void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [clone .isra.0];InBetween;0.15500000119209;0.15500000119209;0.26846826076508;1.00;1.00;7.53;2.50;1;0.00;15.00;3.75;3.75;3.75;0.50;1.50
