node;pid;tid;core_id;sample_count;
platy-MS-7C02;5812;5812;1;6921;
platy-MS-7C02;5812;5829;6;6032;
platy-MS-7C02;5812;5825;2;6311;
platy-MS-7C02;5812;5828;5;6367;
platy-MS-7C02;5812;5826;3;6348;
platy-MS-7C02;5812;5827;4;6273;
