function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;flops_sca;flops_vec;flops_sp;flops_dp;
8;cg.C;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);;81.737312316895;43.189994812012;0;0;0;0;0;0.0094641027972102;0.0050008320249617;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";_ZL9conj_gradPiS_PdS0_S0_S0_S0_S0_S0_;;;;;;;;;;
1;cg.C;main;;17.193416595459;9.0850019454956;0;0;0;0;0;0.0094664040952921;0.0050020478665829;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";main;;;;;;;;;;
284;libgomp.so.1.0.0;omp_get_num_procs;;0.70022708177567;0.36999997496605;0;0;0;0;0;0.70022708177567;0.36999997496605;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0,0";omp_get_num_procs;;;;;;;;;;
11;cg.C;randlc(double*, double);;0.33118849992752;0.17500001192093;0;0;0;0;0;0.33118849992752;0.17500001192093;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";_Z6randlcPdd;;;;;;;;;;
9;cg.C;main._omp_fn.0;;0.037850111722946;0.01999999769032;0;0;0;0;0;0.0094625279307365;0.00499999942258;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0,0";main._omp_fn.0;;;;;;;;;;
