group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
23;SSSSSSSSSSSSSSSSSSSSSSS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVUPS,MOVUPS,MOVUPS,MOV,MOV,MOV,MOV,MOVUPS,;0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,0,16,32,60,48,52,56,48,;0x1908,0x1921,0x1937,0x194a,0x195d,0x1970,0x1983,0x1996,0x19b0,0x19c1,0x19e4,0x19fe,0x1a23,0x1a36,0x1a49,0x1dd9,0x1e09,0x1e37,0x1a68,0x1f07,0x1f1a,0x1f2d,0x1e6a,;Success;64;Success;140;64;76;64;64;1;
27;SSSSSSSSSSSSSSSSSSSSSSSSSSS;MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVUPS,MOVSD,MOVSD,MOVSD,MOVSD,MOVUPS,MOVUPS,;0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,0,16,32,48,64,80,120,96,104,112,96,112,;0x1913,0x1928,0x193b,0x194e,0x1961,0x1974,0x1987,0x199e,0x19b8,0x19d5,0x19ec,0x1a09,0x1a27,0x1a3a,0x1a4d,0x1dea,0x1df7,0x1e17,0x1e25,0x1e3c,0x1e41,0x1a6c,0x1f0b,0x1f1e,0x1f31,0x1e6f,0x1e74,;Success;128;Success;280;128;152;128;128;1;
1;S;MOV,;0,;0x18a5,;Indirect;0;Success;4;4;0;4;0;1;
14;LLLLLLLLLLLLLL;MOVSD,MOVSD,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVSD,MOVSD,MOVSD,MOV,;23376,23351,16754,16722,16686,16650,16614,16578,16542,16506,14792,16446,16429,16405,;0x1500,0x1519,0x170f,0x172f,0x1753,0x1777,0x179b,0x17bf,0x17e3,0x1807,0x1eb8,0x1842,0x1853,0x186c,;RIP based value;0;Success;112;112;0;8592;0;1;
155;SLLSSLLSSLLSSLLSSLLSSLLLSSLLSSLLSSLLSSLLSSLLSSLLSSLLSSLSLLSSLSLLSLLSLLSLSLSLSSLSSLSSLSSLSSLSSLLLSSSSSSSSSSLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLS;MOVSD,MULSD,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOVSD,MOV,MOVSD,CMP,MOV,MOVSD,MOV,MOVSD,MOV,MOVSD,MOVSD,MOV,MOVSD,MOVSD,MOV,MOVSD,MOVSD,MOV,MOVSD,MOVSD,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVSD,MOVSD,MOV,MOV,MOV,MOV,MOVSD,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOVSD,MOV,MOV,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOVSD,MOV,MOVSD,MOV,MOV,MOVSD,MOVSD,MOV,MOVSD,MOV,MOVSD,CMP,MOVSD,MOVSD,MOVDQA,MOVAPD,MOVAPD,MOV,MOVDQA,MOVAPD,MOVAPD,MOVDQA,MOVAPD,MOVAPD,MOVSD,MOV,MOV,MOVSD,MOVSD,MOVSD,PADDD,MOVAPD,MOVAPD,ADD,;8,16,8,240,304,240,8,244,312,244,8,248,320,248,8,252,328,252,8,256,336,256,260,8,264,352,264,8,268,360,268,8,272,368,272,8,276,376,276,8,280,384,280,8,284,392,284,8,288,400,288,8,292,408,292,296,8,240,416,144,80,304,244,80,312,248,80,320,252,80,328,256,336,260,344,264,104,352,268,108,360,272,112,368,276,116,376,280,120,384,284,124,392,288,292,296,128,400,408,300,8,132,424,416,8,132,64,40,8,48,56,144,304,104,108,312,320,328,336,344,352,360,112,368,116,120,376,384,124,392,128,400,132,408,416,240,304,320,8,256,336,352,272,368,384,424,300,288,400,408,416,288,400,416,40,;0x1513,0x1526,0x1f3c,0x1f49,0x1f50,0x1540,0x1f5e,0x1f64,0x1f71,0x1553,0x1fa0,0x1fa6,0x1fb3,0x1566,0x1f7f,0x1f85,0x1f92,0x1579,0x206a,0x2070,0x207d,0x1590,0x15a7,0x20cd,0x20d3,0x20e0,0x15be,0x20ac,0x20b2,0x20bf,0x15d5,0x208b,0x2091,0x209e,0x15ec,0x20ee,0x20f4,0x2101,0x1603,0x2172,0x2178,0x2185,0x161a,0x2151,0x2157,0x2164,0x1631,0x2130,0x2136,0x2143,0x1648,0x210f,0x2115,0x2122,0x165f,0x166c,0x1673,0x167d,0x1684,0x168d,0x1ed5,0x1ee0,0x169f,0x16ac,0x16b7,0x16c0,0x16cd,0x16d8,0x16e1,0x16ee,0x16f9,0x1702,0x1716,0x1723,0x1736,0x1743,0x174a,0x175a,0x1767,0x176e,0x177e,0x178b,0x1792,0x17a2,0x17af,0x17b6,0x17c6,0x17d3,0x17da,0x17ea,0x17f7,0x17fe,0x180e,0x181b,0x1823,0x182a,0x1831,0x1ec0,0x1e7e,0x1873,0x187b,0x1883,0x188e,0x1e8c,0x1e95,0x1ea2,0x189b,0x18a0,0x18a9,0x18b1,0x18c6,0x18e8,0x18f8,0x1901,0x190c,0x1918,0x192e,0x1941,0x1954,0x1967,0x197a,0x198d,0x199a,0x19a4,0x19b4,0x19c5,0x19c9,0x19db,0x19e8,0x19f2,0x1a02,0x1a0f,0x1a1b,0x1a2d,0x1a40,0x1db2,0x1dbf,0x1dc8,0x1dd1,0x1de1,0x1dee,0x1e00,0x1e0e,0x1e1c,0x1e2e,0x1a55,0x1a5e,0x1eee,0x1efb,0x1f11,0x1f24,0x1e4f,0x1e58,0x1e61,0x1a72,;Success;0;Success;1060;284;776;424;0;1;
