node;pid;tid;core_id;sample_count;
platy-MS-7C02;26354;26354;1;6950;
platy-MS-7C02;26354;26368;3;6974;
platy-MS-7C02;26354;26371;6;6733;
platy-MS-7C02;26354;26367;2;6995;
platy-MS-7C02;26354;26369;4;6990;
platy-MS-7C02;26354;26370;5;6943;
