ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 42;cg.B;;conj_grad(int const*, int const*, double const*, double*, double const*, double*, double*, double*, double*);Innermost;56.549999237061;56.549995422363;90.654113769531;1.00;2.29;4.00;1.00;1;0.00;25.00;4.00;4.00;1.75;1.00;4.00
Loop 37;cg.B;;conj_grad(int const*, int const*, double const*, double*, double const*, double*, double*, double*, double*);Innermost;2.289999961853;2.2899997234344;3.6710505485535;1.00;2.29;4.00;1.00;1;0.00;25.00;4.00;4.00;1.75;1.00;4.00
Loop 29;cg.B;;main;Innermost;1.5849999189377;1.585000038147;2.5408802032471;1.44;1.00;6.12;1.63;2;0.00;15.00;1.63;1.13;1.63;0.27;1.00
Loop 28;cg.B;;main;Innermost;0.81499999761581;0.81499993801117;1.3065092563629;1.00;1.00;7.33;1.25;1;0.00;15.63;2.50;2.50;2.50;0.34;2.00
Loop 26;cg.B;;main;InBetween;0.28499999642372;0.28499999642372;0.45687752962112;2.26;2.01;6.83;3.07;18;5.26;19.08;10.75;4.75;5.34;1.57;3.50
Loop 39;cg.B;;conj_grad(int const*, int const*, double const*, double*, double const*, double*, double*, double*, double*);Innermost;0.26500001549721;0.26499998569489;0.42481592297554;1.00;1.21;1.42;1.00;1;57.14;64.29;16.00;16.00;13.18;11.29;16.00
Loop 41;cg.B;;conj_grad(int const*, int const*, double const*, double*, double const*, double*, double*, double*, double*);InBetween;0.1950000077486;0.1950000077486;0.31260040402412;1.42;1.00;7.24;2.13;2;22.50;23.75;2.13;1.50;2.13;0.29;1.00
Loop 40;cg.B;;conj_grad(int const*, int const*, double const*, double*, double const*, double*, double*, double*, double*);Innermost;0.17500001192093;0.17500001192093;0.28053882718086;1.00;1.33;1.71;1.00;1;33.33;44.44;16.00;16.00;12.00;9.33;16.00
Loop 0;cg.B;;main;Innermost;0.074999995529652;0.075000002980232;0.12023092806339;1.13;1.63;5.30;1.43;13;0.00;18.65;26.50;23.50;16.25;5.00;18.50
Loop 38;cg.B;;conj_grad(int const*, int const*, double const*, double*, double const*, double*, double*, double*, double*);Innermost;0.030000001192093;0.029999999329448;0.048092368990183;1.00;1.00;1.00;1.50;1;100.00;100.00;1.50;1.50;1.50;1.50;1.00
Loop 32;cg.B;;main;Innermost;0.02000000141561;0.02000000141561;0.032061580568552;1.00;1.00;8.00;2.00;1;0.00;12.50;2.00;2.00;2.00;0.25;1.00
Loop 27;cg.B;;main;InBetween;0.015000000596046;0.014999999664724;0.024046184495091;3.50;1.31;6.00;5.25;3;0.00;19.64;5.25;1.50;4.00;0.88;1.00
Loop 24;cg.B;;main;Innermost;0.015000000596046;0.014999999664724;0.024046184495091;1.00;1.00;1.00;3.00;1;100.00;100.00;3.00;3.00;3.00;3.00;1.00
