ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 38;cg.C;cg.cpp:579-580;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;117.6549911499;117.6549911499;87.661666870117;1.00;1.00;1.50;3.00;1;38.46;46.15;9.00;9.00;9.00;6.00;3.00
Loop 23;cg.C;cg.cpp:893-896;main;Innermost;4.8250002861023;4.8250002861023;3.5949819087982;1.50;1.29;7.58;1.50;2;0.00;15.00;1.50;1.00;1.17;0.20;1.00
Loop 33;cg.C;cg.cpp:652-653;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;4.7049999237061;4.7049999237061;3.5055725574493;1.00;1.00;1.50;3.00;1;38.46;46.15;9.00;9.00;9.00;6.00;3.00
Loop 37;cg.C;cg.cpp:578-582;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);InBetween;3.315000295639;3.315000295639;2.4699201583862;1.50;2.13;5.61;4.13;16;35.29;30.88;16.50;11.00;7.75;2.94;4.00
Loop 22;cg.C;cg.cpp:886-887,cg.cpp:903-907;main;Innermost;2.3500001430511;2.3500001430511;1.7509236335754;1.00;1.00;7.20;1.13;1;0.00;15.63;2.25;2.25;2.25;0.31;2.00
Loop 20;cg.C;cg.cpp:871-873,cg.cpp:881-882,cg.cpp:886-886,cg.cpp:893-893,cg.cpp:899-900,cg.cpp:904-904,cg.cpp:913-913,cg.cpp:922-922;main;InBetween;0.5699999332428;0.56999999284744;0.42469212412834;3.40;1.88;11.41;3.40;18;0.00;15.63;8.50;2.50;4.52;0.75;2.50
Loop 35;cg.C;cg.cpp:612-613,cg.cpp:621-621;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.2049999833107;0.20499999821186;0.15274015069008;1.00;1.00;1.00;1.00;1;100.00;100.00;5.00;5.00;5.00;5.00;5.00
Loop 32;cg.C;cg.cpp:651-655;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Outermost;0.12999999523163;0.12999999523163;0.096859604120255;1.48;2.11;5.63;4.08;16;36.36;31.06;16.33;11.00;7.75;2.90;4.00
Loop 36;cg.C;cg.cpp:593-593;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.10499999672174;0.10499999672174;0.078232757747173;1.00;1.00;1.00;1.00;1;100.00;100.00;3.00;3.00;3.00;3.00;3.00
Loop 34;cg.C;cg.cpp:638-638;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.059999998658895;0.059999998658895;0.044704433530569;1.00;1.00;1.00;1.00;1;100.00;100.00;1.00;1.00;1.00;1.00;1.00
Loop 8;cg.C;cg.cpp:945-947;main;Innermost;0.044999998062849;0.044999998062849;0.033528324216604;1.00;1.00;1.00;3.00;1;100.00;100.00;3.00;3.00;3.00;3.00;1.00
Loop 18;cg.C;cg.cpp:852-854;main;Innermost;0.035000000149012;0.034999996423721;0.026077585294843;1.00;1.71;13.71;2.00;1;0.00;12.50;2.00;2.00;1.17;0.15;1.00
Loop 21;cg.C;cg.cpp:867-871,cg.cpp:881-881,cg.cpp:886-886,cg.cpp:913-913;main;InBetween;0.024999998509884;0.024999998509884;0.018626846373081;3.33;2.35;8.28;5.00;3;0.00;20.83;5.00;1.50;2.13;0.60;1.00
Loop 11;cg.C;cg.cpp:678-678,cg.cpp:742-749,cg.cpp:972-975,cg.cpp:982-984,cg.cpp:992-993,cg.cpp:999-1001,cg.cpp:1015-1025;main;Innermost;0.024999998509884;0.024999998509884;0.018626846373081;2.14;1.75;2.35;4.04;1;9.48;24.19;107.00;50.00;61.13;45.61;26.50
Loop 53;cg.C;cg.cpp:278-279;main._omp_fn.0;Innermost;0.019999999552965;0.02000000141561;0.014901477843523;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 41;cg.C;cg.cpp:531-534;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Single;0.014999999664724;0.014999999664724;0.011176108382642;1.00;1.00;1.00;4.00;1;100.00;100.00;4.00;4.00;4.00;4.00;1.00
