node;pid;tid;core_id;sample_count;
platy-MS-7C02;6190;6190;1;6904;
platy-MS-7C02;6190;6203;2;6285;
platy-MS-7C02;6190;6207;6;6047;
platy-MS-7C02;6190;6206;5;6367;
platy-MS-7C02;6190;6204;3;6323;
platy-MS-7C02;6190;6205;4;6292;
