key;label;is_mpi;is_omp;
platy-MS-7C02_56921;56921;false;false;
platy-MS-7C02_56921_56921;56921;false;false;
platy-MS-7C02_56921_56934;56934;false;false;
platy-MS-7C02_56921_56935;56935;false;false;
platy-MS-7C02_56921_56936;56936;false;false;
platy-MS-7C02_56921_56937;56937;false;false;
platy-MS-7C02_56921_56938;56938;false;false;
