ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 38;cg.C;cg.cpp:579-580;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;28.26000213623;34.326725006104;85.570831298828;1.00;1.00;1.50;3.00;1;38.46;46.15;9.00;9.00;9.00;6.00;3.00
Loop 33;cg.C;cg.cpp:652-653;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;1.1450001001358;1.3742462396622;3.4257681369781;1.00;1.00;1.50;3.00;1;38.46;46.15;9.00;9.00;9.00;6.00;3.00
Loop 23;cg.C;cg.cpp:893-896;main;Innermost;5.2150001525879;1.0585958957672;2.638904094696;1.50;1.29;7.58;1.50;2;0.00;15.00;1.50;1.00;1.17;0.20;1.00
Loop 37;cg.C;cg.cpp:578-582;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);InBetween;0.7600000500679;0.88605391979218;2.208785533905;1.50;2.13;5.61;4.13;16;35.29;30.88;16.50;11.00;7.75;2.94;4.00
Loop 22;cg.C;cg.cpp:886-887,cg.cpp:903-907;main;Innermost;2.4650001525879;0.50037181377411;1.2473440170288;1.00;1.00;7.20;1.13;1;0.00;15.63;2.25;2.25;2.25;0.31;2.00
Loop 35;cg.C;cg.cpp:612-613,cg.cpp:621-621;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.15000000596046;0.16949713230133;0.42252826690674;1.00;1.00;1.00;1.00;1;100.00;100.00;5.00;5.00;5.00;5.00;5.00
Loop 34;cg.C;cg.cpp:638-638;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.125;0.11874949932098;0.29602280259132;1.00;1.00;1.00;1.00;1;100.00;100.00;1.00;1.00;1.00;1.00;1.00
Loop 20;cg.C;cg.cpp:871-873,cg.cpp:881-882,cg.cpp:886-886,cg.cpp:893-893,cg.cpp:899-900,cg.cpp:904-904,cg.cpp:913-913,cg.cpp:922-922;main;InBetween;0.55000001192093;0.11164482682943;0.27831202745438;3.40;1.88;11.41;3.40;18;0.00;15.63;8.50;2.50;4.52;0.75;2.50
Loop 32;cg.C;cg.cpp:651-655;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Outermost;0.045000001788139;0.041613072156906;0.10373449325562;1.48;2.11;5.63;4.08;16;36.36;31.06;16.33;11.00;7.75;2.90;4.00
Loop 36;cg.C;cg.cpp:593-593;conj_grad(int*, int*, double*, double*, double*, double*, double*, double*, double*);Innermost;0.040000002831221;0.031463544815779;0.078433394432068;1.00;1.00;1.00;1.00;1;100.00;100.00;3.00;3.00;3.00;3.00;3.00
Loop 53;cg.C;cg.cpp:278-279;main._omp_fn.0;Innermost;0.010000000707805;0.012179436162114;0.03036131337285;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 11;cg.C;cg.cpp:678-678,cg.cpp:742-749,cg.cpp:972-975,cg.cpp:982-984,cg.cpp:992-993,cg.cpp:999-1001,cg.cpp:1015-1025;main;Innermost;0.059999998658895;0.012179436162114;0.03036131337285;2.14;1.75;2.35;4.04;1;9.48;24.19;107.00;50.00;61.13;45.61;26.50
