block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;flops_sca;flops_vec;flops_sp;flops_dp;flops_sca_sp;flops_sca_dp;flops_vec_sp;flops_vec_dp;
426;cg.C;cg.cpp:599-599;78.744232177734;27.02499961853;;;;;;;;;;;;;;;;
458;cg.C;cg.cpp:675-675;3.1468555927277;1.0799999237061;;;;;;;;;;;;;;;;
422;cg.C;cg.cpp:597-601;1.5151525735855;0.51999998092651;;;;;;;;;;;;;;;;
865;cg.C;cg.cpp:872-872,new_allocator.h:191-191,stl_vector.h:1288-1288;0.64102613925934;0.21999999880791;;;;;;;;;;;;;;;;
424;cg.C;cg.cpp:599-599;0.59731984138489;0.20500001311302;;;;;;;;;;;;;;;;
428;cg.C;cg.cpp:599-599;0.49533835053444;0.16999998688698;;;;;;;;;;;;;;;;
496;cg.C;cg.cpp:631-632,cg.cpp:640-640;0.36421936750412;0.12499999254942;;;;;;;;;;;;;;;;
507;cg.C;cg.cpp:657-657;0.29137551784515;0.099999994039536;;;;;;;;;;;;;;;;
429;cg.C;cg.cpp:599-599;0.26223793625832;0.089999988675117;;;;;;;;;;;;;;;;
431;cg.C;cg.cpp:599-599;0.20396286249161;0.070000000298023;;;;;;;;;;;;;;;;
430;cg.C;cg.cpp:599-599;0.14568775892258;0.049999997019768;;;;;;;;;;;;;;;;
425;cg.C;cg.cpp:597-597;0.11655020713806;0.040000002831221;;;;;;;;;;;;;;;;
861;cg.C;cg.cpp:880-882,stl_vector.h:1283-1283;0.058275103569031;0.02000000141561;;;;;;;;;;;;;;;;
368;cg.C;cg.cpp:547-550;0.058275103569031;0.02000000141561;;;;;;;;;;;;;;;;
432;cg.C;cg.cpp:599-599;0.043706327676773;0.014999999664724;;;;;;;;;;;;;;;;
427;cg.C;cg.cpp:599-599;0.043706327676773;0.014999999664724;;;;;;;;;;;;;;;;
437;cg.C;cg.cpp:612-612;0.043706327676773;0.014999999664724;;;;;;;;;;;;;;;;
456;cg.C;cg.cpp:675-675;0.029137551784515;0.010000000707805;;;;;;;;;;;;;;;;
461;cg.C;cg.cpp:675-675;0.029137551784515;0.010000000707805;;;;;;;;;;;;;;;;
536;cg.C;cg.cpp:280-281;0.029137551784515;0.010000000707805;;;;;;;;;;;;;;;;
471;cg.C;cg.cpp:687-688;0.029137551784515;0.010000000707805;;;;;;;;;;;;;;;;
421;cg.C;cg.cpp:595-597;0.014568775892258;0.0050000003539026;;;;;;;;;;;;;;;;
454;cg.C;cg.cpp:673-677;0.014568775892258;0.0050000003539026;;;;;;;;;;;;;;;;
423;cg.C;cg.cpp:597-597;0.014568775892258;0.0050000003539026;;;;;;;;;;;;;;;;
460;cg.C;cg.cpp:675-675;0.014568775892258;0.0050000003539026;;;;;;;;;;;;;;;;
860;cg.C;cg.cpp:873-875;0.014568775892258;0.0050000003539026;;;;;;;;;;;;;;;;
465;cg.C;cg.cpp:675-675;0.014568775892258;0.0050000003539026;;;;;;;;;;;;;;;;
384;cg.C;cg.cpp:561-561;0.014568775892258;0.0050000003539026;;;;;;;;;;;;;;;;
459;cg.C;cg.cpp:675-675;0.014568775892258;0.0050000003539026;;;;;;;;;;;;;;;;
