ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 37;cg.B;;main;Innermost;68;68;86.31632232666;1.00;2.11;4.00;1.00;1;0.00;25.00;16.00;16.00;7.60;4.00;16.00
Loop 32;cg.B;;main;Innermost;2.7699999809265;2.7699999809265;3.5161209106445;1.00;2.11;4.00;1.00;1;0.00;25.00;16.00;16.00;7.60;4.00;16.00
Loop 128;cg.B;;main;Innermost;1.8549998998642;1.8550000190735;2.3546586036682;1.44;1.00;6.12;1.63;2;0.00;15.00;1.63;1.13;1.63;0.27;1.00
Loop 36;cg.B;;main;InBetween;1.0199999809265;1.0199999809265;1.294744849205;1.83;2.34;6.69;3.44;10;11.76;24.26;13.75;7.50;5.86;2.06;4.00
Loop 127;cg.B;;main;Innermost;1;0.99999994039536;1.2693576812744;1.00;1.00;7.33;1.25;1;0.00;15.63;2.50;2.50;2.50;0.34;2.00
Loop 131;cg.B;;sell_spmv_new_order(SellCSigma const&, double const*, double*);Innermost;0.80999994277954;0.81000000238419;1.0281797647476;1.22;1.41;6.12;1.83;2;0.00;20.83;2.75;2.25;1.95;0.45;1.50
Loop 35;cg.B;;main;Innermost;0.29999998211861;0.29999998211861;0.38080731034279;1.00;1.33;1.71;1.00;1;33.33;44.44;16.00;16.00;12.00;9.33;16.00
Loop 34;cg.B;;main;Innermost;0.27000001072884;0.27000001072884;0.34272658824921;1.00;1.21;1.42;1.00;1;57.14;64.29;16.00;16.00;13.18;11.29;16.00
Loop 125;cg.B;;main;InBetween;0.23499999940395;0.23500001430511;0.29829907417297;2.33;2.06;11.33;3.00;18;5.26;18.59;10.50;4.50;5.09;0.93;3.50
Loop 158;cg.B;;void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [clone .isra.0];InBetween;0.23499999940395;0.23500001430511;0.29829907417297;1.00;1.00;7.53;2.50;1;0.00;15.00;3.75;3.75;3.75;0.50;1.50
Loop 157;cg.B;;void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [clone .isra.0];Innermost;0.13999998569489;0.14000000059605;0.17771008610725;1.00;1.00;4.00;1.00;1;0.00;25.00;1.00;1.00;1.00;0.25;1.00
Loop 106;cg.B;;main;Innermost;0.12999999523163;0.12999999523163;0.16501650214195;1.00;1.00;8.00;2.63;2;0.00;12.50;2.63;2.63;2.63;0.33;1.00
Loop 160;cg.B;;void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [clone .isra.0];Innermost;0.11999999731779;0.11999998986721;0.15232291817665;1.00;NA;NA;1.00;1;NA;NA;1.00;1.00;NA;NA;1.00
Loop 33;cg.B;;main;Innermost;0.10499999672174;0.10499998927116;0.13328255712986;1.00;1.00;1.00;1.50;1;100.00;100.00;1.50;1.50;1.50;1.50;1.00
Loop 62;cg.B;;main;InBetween;0.10000000149012;0.099999994039536;0.12693576514721;2.60;1.00;6.50;3.25;2;0.00;17.86;3.25;1.25;3.25;0.50;1.00
Loop 100;cg.B;;main;Innermost;0.074999995529652;0.074999995529652;0.095201827585697;1.00;1.00;8.00;1.25;1;0.00;18.75;1.25;1.25;1.25;0.16;1.00
Loop 63;cg.B;;main;Innermost;0.074999995529652;0.074999995529652;0.095201827585697;2.00;1.00;5.33;2.00;1;0.00;21.88;2.00;1.00;2.00;0.38;1.00
Loop 156;cg.B;;void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [clone .isra.0];Outermost;0.069999992847443;0.070000000298023;0.088855043053627;2.60;1.00;7.14;3.25;30;4.17;17.19;13.00;5.00;13.00;1.82;4.00
Loop 174;cg.B;;void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<csr_apply_symmetric_permutation(int, int const*, int const*, double const*, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&)::{lambda(auto:1&, auto:2&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<csr_apply_symmetric_permutation(int, int const*, int const*, double const*, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&)::{lambda(auto:1&, auto:2&)#1}>);InBetween;0.064999997615814;0.064999997615814;0.082508251070976;2.11;1.00;6.33;3.17;1;0.00;17.05;4.75;2.25;4.75;0.75;1.50
Loop 123;cg.B;;main;Innermost;0.059999998658895;0.059999994933605;0.076161459088326;1.00;1.00;8.00;2.00;1;0.00;12.50;2.00;2.00;2.00;0.25;1.00
Loop 101;cg.B;;main;InBetween;0.059999998658895;0.059999994933605;0.076161459088326;1.00;1.00;7.20;2.00;1;0.00;18.75;2.00;2.00;2.00;0.28;1.00
Loop 89;cg.B;;main;Innermost;0.059999998658895;0.059999994933605;0.076161459088326;1.00;1.00;8.00;1.25;1;0.00;18.75;1.25;1.25;1.25;0.16;1.00
Loop 90;cg.B;;main;InBetween;0.045000001788139;0.045000001788139;0.057121098041534;1.00;1.00;7.20;2.00;1;0.00;18.75;2.00;2.00;2.00;0.28;1.00
Loop 78;cg.B;;main;Innermost;0.045000001788139;0.045000001788139;0.057121098041534;1.00;1.00;8.00;1.25;1;0.00;18.75;1.25;1.25;1.25;0.16;1.00
Loop 65;cg.B;;main;Innermost;0.045000001788139;0.045000001788139;0.057121098041534;1.25;1.00;6.67;1.67;1;0.00;20.83;2.50;2.00;2.50;0.38;1.50
Loop 172;cg.B;;void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<csr_apply_symmetric_permutation(int, int const*, int const*, double const*, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&)::{lambda(auto:1&, auto:2&)#1}> >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<csr_apply_symmetric_permutation(int, int const*, int const*, double const*, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&)::{lambda(auto:1&, auto:2&)#1}>);Outermost;0.045000001788139;0.045000001788139;0.057121098041534;2.60;1.00;6.56;3.61;24;0.00;18.36;16.25;6.25;16.25;2.48;4.50
Loop 46;cg.B;;main;Innermost;0.03999999910593;0.03999999910593;0.050774309784174;2.75;1.00;5.87;22.00;1;0.00;17.38;22.00;8.00;22.00;3.75;1.00
Loop 210;cg.B;;std::vector<double, std::allocator<double> >::_M_fill_assign(unsigned long, double const&);Single;0.034999996423721;0.035000000149012;0.044427521526814;1.00;1.00;1.00;2.00;1;100.00;100.00;2.00;2.00;2.00;2.00;1.00
Loop 85;cg.B;;main;Innermost;0.029999999329448;0.029999997466803;0.038080729544163;1.00;1.00;5.63;2.11;2;0.00;18.75;2.38;2.38;2.38;0.42;1.13
