node;pid;tid;core_id;sample_count;
platy-MS-7C02;22029;22044;4;6874;
platy-MS-7C02;22029;22046;6;6610;
platy-MS-7C02;22029;22045;5;6865;
platy-MS-7C02;22029;22043;3;6863;
platy-MS-7C02;22029;22029;1;6827;
platy-MS-7C02;22029;22042;2;6855;
