node;pid;tid;core_id;sample_count;
platy-MS-7C02;21745;21758;2;6347;
platy-MS-7C02;21745;21761;5;6401;
platy-MS-7C02;21745;21745;1;8086;
platy-MS-7C02;21745;21760;4;6392;
platy-MS-7C02;21745;21762;6;6403;
platy-MS-7C02;21745;21759;3;6146;
