node;pid;tid;core_id;sample_count;
platy-MS-7C02;15384;15401;6;6579;
platy-MS-7C02;15384;15400;5;6561;
platy-MS-7C02;15384;15398;3;6601;
platy-MS-7C02;15384;15399;4;6556;
platy-MS-7C02;15384;15384;1;8329;
platy-MS-7C02;15384;15397;2;6445;
