Metric;Node;Process;Thread;#max_time_on_cpu_s;IO;Time (s);#start_time_us;Exe;System;Others;#start_time_s;TBB;Pthread;#max_context_switch_time_s;#stop_time_us;#total;#stop_time_s;#event_count;OMP;#elapsed_time;MPI;String;Memory;Math;
cycles;_ALL;_ALL;_ALL;0;0;41.645004272461;560238;178195003328;0;0;3085;0;0;0;311169;205355003904;3133;41071.0007808;27159999104;47.750930786133;0;0;0;0;
cycles;platy-MS-7C02;_ALL;_ALL;0;0;41.645004272461;560238;178195003328;0;0;3085;0;0;0;311169;205355003904;3133;41071.0007808;27159999104;47.750930786133;0;0;0;0;
cycles;platy-MS-7C02;15384;_ALL;0;0;41.645004272461;560238;178195003328;0;0;3085;0;0;0;311169;205355003904;3133;41071.0007808;27159999104;47.750930786133;0;0;0;0;
cycles;platy-MS-7C02;15384;15397;38.534576416016;0;32.224998474121;591356;28109999744;0;0;3085;0;0;2.1917536258698;311257;32224999424;3133;6444.9998848;4114999616;47.719902038574;0;0;0;0;
cycles;platy-MS-7C02;15384;15398;38.534637451172;0;33.004997253418;591396;28449999680;0;0;3085;0;0;1.4943878650665;311169;33004998656;3133;6600.9997312;4554999808;47.719772338867;0;0;0;0;
cycles;platy-MS-7C02;15384;15401;38.536998748779;0;32.895004272461;591492;28045001152;0;0;3085;0;0;1.8335981369019;311170;32895002624;3133;6579.0005248;4849999872;47.719676971436;0;0;0;0;
cycles;platy-MS-7C02;15384;15399;38.53991317749;0;32.780002593994;591427;27970000512;0;0;3085;0;0;2.3317544460297;311170;32780001280;3133;6556.000256;4809999872;47.719741821289;0;0;0;0;
cycles;platy-MS-7C02;15384;15384;47.714687347412;0;41.645004272461;560238;37430002688;0;0;3085;0;0;9.0615034103394;311169;41645002752;3133;8329.0005504;4215000064;47.750930786133;0;0;0;0;
cycles;platy-MS-7C02;15384;15400;38.538204193115;0;32.805000305176;591462;28189999552;0;0;3085;0;0;4.5570497512817;311170;32804999168;3133;6560.9998336;4614999872;47.719707489014;0;0;0;0;
