Metric;Node;Process;Thread;#max_time_on_cpu_s;IO;Time (s);#start_time_us;Exe;System;Others;#start_time_s;TBB;Pthread;#max_context_switch_time_s;#stop_time_us;#total;#stop_time_s;#event_count;OMP;#elapsed_time;MPI;String;Memory;Math;
cycles;_ALL;_ALL;_ALL;0;0;60.235000610352;676059;12047;0;0;247072;0;0;0;907038;12047;247133;12047;0;61.230979919434;0;0;0;0;
cycles;nico-ThinkPad-T490;_ALL;_ALL;0;0;60.235000610352;676059;12047;0;0;247072;0;0;0;907038;12047;247133;12047;0;61.230979919434;0;0;0;0;
cycles;nico-ThinkPad-T490;2464293;_ALL;0;0;60.235000610352;676059;12047;0;0;247072;0;0;0;907038;12047;247133;12047;0;61.230979919434;0;0;0;0;
cycles;nico-ThinkPad-T490;2464293;2464293;0;0;60.235000610352;676059;12047;0;0;247072;0;0;0;907038;12047;247133;12047;0;61.230979919434;0;0;0;0;
